CWNS Number,Facility/Project Name,Discharge Method,Present Discharge,Present Flow %,Present Discharge To Facility,Present Discharge To Facility Name,Present Effluent Treatment Level,Present Disinfection,Present BOD Removal,Present Nitrogen Removal,Present Phosphorous Removal,Present Ammonia Removal,Projected Discharge,Projected Flow %,Projected Discharge To Facility,Projected Discharge To Facility Name,Projected Effluent Treatment Level,Projected Disinfection,Projected BOD Removal,Projected Nitrogen Removal,Projected Phosphorous Removal,Projected Ammonia Removal,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
30000212001,ANTELOPE,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ANTELOPE CO. W & S DIST.,Sheridan,Big Muddy,10060006,0th Congressional District,MT,8,MAP
30000213001,MELROSE COUNTY W & S DISTRICT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MELROSE W & S DIST.,Silver Bow,Big Hole,10020004,0th Congressional District,MT,8,MAP
30000216001,ROCKER WATER & SEWER DIST.,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,MT0027430,Individual Permit,ROCKER W & S DIST.,Silver Bow,Upper Clark Fork,17010201,0th Congressional District,MT,8,MAP
30000217001,NORTH CUT BANK,Discharge To Another Facility,Y,100,30000109001,CUT BANK LAGOON,Secondary,N,,,,,Y,100,30000109001,CUT BANK LAGOON,Secondary,N,,,,,,,N GLACIER CO W & S DIST,Glacier,Cut Bank,10030202,0th Congressional District,MT,8,MAP
30000218001,JACKSON,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,,,BEAVERHEAD CO/JACKSON W&S,Beaverhead,Big Hole,10020004,0th Congressional District,MT,8,MAP
30000220001,ARLEE,Spray Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,ARLEE,Lake,Middle Clark Fork,17010204,0th Congressional District,MT,8,MAP
30000226001,SOMERS CO W & S DIST,Discharge To Another Facility,Y,100,30000202001,LAKESIDE STP,Secondary,N,,,,,N,,,,Advanced Treatment,N,,Y,Y,Y,,,Somers County Water and Sewer District,Flathead,Flathead Lake,17010208,0th Congressional District,MT,8,MAP
30000226001,SOMERS CO W & S DIST,Discharge To Groundwater,N,,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,,Y,Y,Y,,,Somers County Water and Sewer District,Flathead,Flathead Lake,17010208,0th Congressional District,MT,8,MAP
30000233001,BIG SKY CO W&S DIST,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BIG SKY CO W&S DIST,Gallatin,Gallatin,10020008,0th Congressional District,MT,8,MAP
30000239001,ST. MARIE - NO VALLEY CO W&S DIST,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,NO VALLEY CO W&S DIST,Valley,Porcupine,10050016,0th Congressional District,MT,8,MAP
30000240001,EVERGREEN - FLATHEAD CO. W&S DIST,Discharge To Another Facility,Y,100,30000051001,KALISPELL WWT FACILITY,Raw Discharge,N,,,,,Y,100,30000051001,KALISPELL WWT FACILITY,Raw Discharge,N,,,,,,,FLATHEAD CO. W&S DIST,Flathead,Stillwater,17010210,0th Congressional District,MT,8,MAP
30300245001,SUN PRAIRIE VILLAGE W&S DISTRICT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,MT0028665,Individual Permit,SUN PRAIRIE VILLAGE W&S DISTRICT,Cascade,Upper Missouri-Dearborn,10030102,0th Congressional District,MT,8,MAP
30300251001,FORT PECK LAGOONS,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,MTG580019,General Permit Covered Facility,FORT PECK WWTF,Valley,Prarie Elk-Wolf,10060001,0th Congressional District,MT,8,MAP
30300252001,ALDER (MADISON CSD),Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ALDER, MADISON CO. SEWER DISTRICT",Madison,Ruby,10020003,0th Congressional District,MT,8,MAP
30300253001,AMSTERDAM/CHURCHILL CTY W & S DIST.,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,AMSTERDAM/CHURCHILL COUNTY SEWER DISTRICT NO. 307,Gallatin,Gallatin,10020008,0th Congressional District,MT,8,MAP
30300254001,ASHLAND LAGOONS,Reuse: Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,ASHLAND LAGOONS,Rosebud,Lower Tongue,10090102,0th Congressional District,MT,8,MAP
30300255001,BIG MOUNTAIN SEWER DISTRICT,Discharge To Another Facility,Y,100,30000003001,WHITEFISH WWTP,Secondary,N,,,,,Y,100,30000003001,WHITEFISH WWTP,Secondary,N,,,,,,,BIG MOUNTAIN,Flathead,Stillwater,17010210,0th Congressional District,MT,8,MAP
30300256001,DIXON,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,DIXON,Sanders,Lower Flathead,17010212,0th Congressional District,MT,8,MAP
30300258001,Ramsay Water and Sewer District,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"RAMSAY, TOWN OF",Silver Bow,Upper Clark Fork,17010201,0th Congressional District,MT,8,MAP
30300262001,BASIN W&S DISTRICT,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BASIN, TOWN OF",Jefferson,Boulder,10020006,0th Congressional District,MT,8,MAP
30300265001,ROBERTS (CARBON CO. COMM),Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CARBON COUNTY COMMISSIONERS (ROBERTS),Carbon,Clarks Fork Yellowstone,10070006,0th Congressional District,MT,8,MAP
30300266001,GOLDEN WEST (MISSOULA CO.),Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,GOLDEN WEST SUBDIVISION,Missoula,Middle Clark Fork,17010204,0th Congressional District,MT,8,MAP
30300267001,EL MAR ESTATES (MISSOULA CO.),Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,EL MAR ESTATES SUBDIVISION,Missoula,Middle Clark Fork,17010204,0th Congressional District,MT,8,MAP
30300274001,RIVERSIDE WATER & SEWER DISTRICT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,RIVERSIDE Water and Sewer District,Gallatin,Gallatin,10020008,0th Congressional District,MT,8,MAP
30300277001,ASHLAND (RABBIT TOWN-NCIR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ASHLAND (RABBIT TOWN),Rosebud,Lower Tongue,10090102,0th Congressional District,MT,8,MAP
30300278001,BIRNEY (N CHEYENNE INDIAN RESERVATION),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BIRNEY (NORTHERN CHEYENNE INDIAN RESERVATION),Rosebud,Lower Tongue,10090102,0th Congressional District,MT,8,MAP
30300279001,MUDDY CLUSTER (NCIR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MUDDY CLUSTER (NORTHERN CHEYENNE INDIAN RES),Rosebud,Rosebud,10100003,0th Congressional District,MT,8,MAP
30300285001,CHURCH SITE (FORT KIPP-FPIR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CHURCH SITE (FORT KIPP- FORT PECK INDIAN RES),Roosevelt,Charlie-Little Muddy,10060005,0th Congressional District,MT,8,MAP
30300286001,STARR SCHOOL (BLACKFEET IR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,STARR SCHOOL (BLACKFEET INDIAN RESERVATION),Glacier,Cut Bank,10030202,0th Congressional District,MT,8,MAP
30300287001,BABB (BLACKFEET IR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BABB (BLACKFEET INDIAN RESERVATION),Glacier,St. Mary,10010002,0th Congressional District,MT,8,MAP
30300288001,SEVILLE (BLACKFEET IR),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,SEVILLE (BLACKFEET INDIAN RESERVATION),Glacier,Cut Bank,10030202,0th Congressional District,MT,8,MAP
30300290001,TREASURE STATE ACRES SEWER DIST.,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,Treasure State Acres Sewer District,Lewis and Clark,Upper Missouri,10030101,0th Congressional District,MT,8,MAP
30300295001,Bridger Pines County W & S District,Spray Irrigation,Y,0,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,Bridger Pines County W & s District,Gallatin,Gallatin,10020008,0th Congressional District,MT,8,MAP
30300296001,Hebgen Lake Estates County W&S Dist,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,,Y,,Y,,,Hebgen Lake Estates County Water and Sewer Distric,Gallatin,Madison,10020007,0th Congressional District,MT,8,MAP
30300297001,River Rock County W & S District,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,Y,,Y,,Y,MTX000147,State Individual Non-NPDES Permits,River Rock County Water and Sewer District,Gallatin,Gallatin,10020008,0th Congressional District,MT,8,MAP
30300300001,South Wind Water and Sewer District,Spray Irrigation,N,,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,South Wind Water and Sewer District,Cascade,Upper Missouri,10030101,0th Congressional District,MT,8,MAP
30300300001,South Wind Water and Sewer District,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,N,,,,Secondary,N,,,,,,,South Wind Water and Sewer District,Cascade,Upper Missouri,10030101,0th Congressional District,MT,8,MAP
30300301001,Hill County,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,Hill County Commission,Hill,Middle Milk,10050004,0th Congressional District,MT,8,MAP
30300302001,Tenmile-Pleasant Valley Sewer District WWTF,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,Tenmile/Pleasant Valley Sewer District,Lewis and Clark,Upper Missouri,10030101,0th Congressional District,MT,8,MAP
30300307001,LaCasa Grande Water and Sewer District,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,LaCasa Water and Sewer District,Lewis and Clark,Upper Missouri,10030101,0th Congressional District,MT,8,MAP
30300308001,Missoula County (Spring Meadow),Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,Missoula County Commissioners,Missoula,Middle Clark Fork,17010204,0th Congressional District,MT,8,MAP
30300309001,Fallon County (North Baker) Wastewater,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,Fallon County,Fallon,O'Fallon,10100005,0th Congressional District,MT,8,MAP
31000005001,ABIE WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ABIE, VILLAGE OF",Butler,Lower Platte,10200202,1st Congressional District,NE,7,MAP
31000015001,AINSWORTH WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,Y,Y,,,,Advanced Treatment,N,Y,,,Y,NE0112267,Individual Permit,"AINSWORTH, CITY OF",Brown,Middle Niobrara,10150004,3rd Congressional District,NE,7,MAP
31000020001,ALBION WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0026573,Individual Permit,"ALBION, CITY OF",Boone,Loup,10210009,3rd Congressional District,NE,7,MAP
31000030001,ALEXANDRIA WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0029238,Individual Permit,"ALEXANDRIA, VILLAGE OF",Thayer,Upper Little Blue,10270206,3rd Congressional District,NE,7,MAP
31000035001,ALLEN WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,,,,Y,NE0031241,Individual Permit,"ALLEN, VILLAGE OF",Dixon,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000040001,"ALLIANCE, WWTP",Reuse: Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ALLIANCE, CITY OF",Box Butte,Upper Niobrara,10150003,3rd Congressional District,NE,7,MAP
31000045001,ALMA WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ALMA, CITY OF",Harlan,Harlan County Reservoir,10250009,3rd Congressional District,NE,7,MAP
31000047001,ORLEANS WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ORLEANS, VILLAGE OF",Harlan,Harlan County Reservoir,10250009,3rd Congressional District,NE,7,MAP
31000049001,REPUBLICAN CITY WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"REPUBLICAN CITY, VILLAGE",Harlan,Middle Republican,10250016,3rd Congressional District,NE,7,MAP
31000066001,NAPER WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"NAPER, CITY OF",Boyd,Keya Paha,10150006,3rd Congressional District,NE,7,MAP
31000067001,LYNCH WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LYNCH, TOWN OF",Boyd,Ponca,10150001,3rd Congressional District,NE,7,MAP
31000068001,BUTTE WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0049221,Individual Permit,"BUTTE, TOWN OF",Boyd,Ponca,10150001,3rd Congressional District,NE,7,MAP
31000069001,SPENCER WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0049042,Individual Permit,"SPENCER, TOWN OF",Boyd,Ponca,10150001,3rd Congressional District,NE,7,MAP
31000070001,ANSELMO WWTP,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ANSELMO, VILLAGE OF",Custer,South Loup,10210004,3rd Congressional District,NE,7,MAP
31000079001,VALENTINE WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,,,,Y,Y,,,,Advanced Treatment,N,,,,Y,NE0051489,Individual Permit,"VALENTINE, TOWN OF",Cherry,Middle Niobrara,10150004,3rd Congressional District,NE,7,MAP
31000080001,MERRIMAN WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MERRIMAN, CITY OF",Cherry,Upper Niobrara,10150003,3rd Congressional District,NE,7,MAP
31000085001,"ARCADIA, WWTP",Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0041297,Individual Permit,"ARCADIA, VILLAGE OF",Valley,Lower Middle Loup,10210003,3rd Congressional District,NE,7,MAP
31000095001,ARNOLD WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0028096,Individual Permit,"ARNOLD, VILLAGE OF",Custer,South Loup,10210004,3rd Congressional District,NE,7,MAP
31000110001,CEDAR CO. SID NO. 1 (BOW VALLEY),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BOW VALLEY,Cedar,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000120001,"ATLANTA, WWTP",Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ATLANTA, VILLAGE OF",Phelps,Harlan County Reservoir,10250009,3rd Congressional District,NE,7,MAP
31000125001,AUBURN WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,,Y,,,NE0027774,Individual Permit,"AUBURN, CITY OF",Nemaha,Big Nemaha,10240008,3rd Congressional District,NE,7,MAP
31000126001,PERU WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"PERU, VILLAGE OF",Nemaha,Tarkio-Wolf,10240005,3rd Congressional District,NE,7,MAP
31000127001,JOHNSON WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0037001,Individual Permit,"JOHNSON, VILLAGE OF",Nemaha,Big Nemaha,10240008,3rd Congressional District,NE,7,MAP
31000128001,BROCK WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BROCK, VILLAGE OF",Nemaha,Little Nemaha,10240006,3rd Congressional District,NE,7,MAP
31000129001,BROWNVILLE WWTP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,NE0112984,Individual Permit,"BROWNVILLE, VILLAGE OF",Nemaha,Tarkio-Wolf,10240005,3rd Congressional District,NE,7,MAP
31000131001,NEMAHA WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"NEMAHA, VILLAGE OF",Nemaha,Little Nemaha,10240006,3rd Congressional District,NE,7,MAP
31000140001,"AXTELL, WWTP",Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"AXTELL, VILLAGE OF",Kearney,Middle Platte-Buffalo,10200101,3rd Congressional District,NE,7,MAP
31000150001,BANCROFT WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0028088,Individual Permit,"BANCROFT, VILLAGE OF",Cuming,Logan,10220004,1st Congressional District,NE,7,MAP
31000165001,BARTLETT WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BARTLETT, VILLAGE OF",Wheeler,Cedar,10210010,3rd Congressional District,NE,7,MAP
31000170001,BARTLEY WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BARTLEY      ,VILLAGEOF",Red Willow,Upper Republican,10250004,3rd Congressional District,NE,7,MAP
31000175001,"BASSETT, WWTP",Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0112666,Individual Permit,"BASSETT, VILLAGE OF",Rock,Upper Elkhorn,10220001,3rd Congressional District,NE,7,MAP
31000185001,BAYARD WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0112739,Individual Permit,"BAYARD, VILLAGE OF",Morrill,Middle North Platte-Scotts Bluff,10180009,3rd Congressional District,NE,7,MAP
31000195001,BEATRICE WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,NE0020915,Individual Permit,"BEATRICE      ,CITYOF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000196001,ADAMS WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0045055,Individual Permit,"ADAMS, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000197001,BARNESTON WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,NE0121711,Individual Permit,"BARNESTON, VILLAGE OF",Gage,Lower Big Blue,10270205,3rd Congressional District,NE,7,MAP
31000198001,BLUE SPRINGS WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BLUE SPRINGS, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000199001,CLATONIA WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CLATONIA, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000200001,CORTLAND WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0027782,Individual Permit,"CORTLAND, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000201001,FILLEY WWTP,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"FILLEY, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000203001,ODELL WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0040975,Individual Permit,"ODELL, VILLAGE OF",Gage,Lower Big Blue,10270205,3rd Congressional District,NE,7,MAP
31000204001,PICKRELL WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0045276,Individual Permit,"PICKRELL, VILLAGE OF",Gage,Lower Little Blue,10270207,3rd Congressional District,NE,7,MAP
31000205001,VIRGINIA WWTP,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"VIRGINIA, VILLAGE OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000206001,WYMORE WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0021130,Individual Permit,"WYMORE, CITY OF",Gage,Middle Big Blue,10270202,3rd Congressional District,NE,7,MAP
31000209001,BLOOMFIELD WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0021733,Individual Permit,"BLOOMFIELD, CITY OF",Knox,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000210001,"BEE, WWTP",Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0123200,Individual Permit,"BEE, VILLAGE OF",Seward,Middle Big Blue,10270202,1st Congressional District,NE,7,MAP
31000215001,BEEMER WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0046086,Individual Permit,"BEEMER, VILLAGE OF",Cuming,Lower Elkhorn,10220003,1st Congressional District,NE,7,MAP
31000220001,BELDEN WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BELDEN      ,VILLAGEOF",Cedar,Logan,10220004,3rd Congressional District,NE,7,MAP
31000221001,COLERIDGE WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0025429,Individual Permit,"COLERIDGE, VILLAGE OF",Cedar,Logan,10220004,3rd Congressional District,NE,7,MAP
31000222001,LAUREL WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,,,,Y,NE0023922,Individual Permit,"LAUREL, CITY OF",Cedar,Logan,10220004,3rd Congressional District,NE,7,MAP
31000223001,FORDYCE WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FORDYCE, VILLAGE OF",Cedar,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000224001,RANDOLPH WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0029149,Individual Permit,"RANDOLPH, TOWN OF",Cedar,Logan,10220004,3rd Congressional District,NE,7,MAP
31000225001,WYNOT WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0127663,Individual Permit,"WYNOT, VILLAGE OF",Cedar,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000226001,ST. HELENA WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ST. HELENA, VILLAGE OF",Cedar,Lewis And Clark Lake,10170101,3rd Congressional District,NE,7,MAP
31000227001,MAGNET WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MAGNET, VILLAGE OF",Cedar,North Fork Elkhorn,10220002,3rd Congressional District,NE,7,MAP
31000229001,SPRINGVIEW WWTP,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SPRINGVIEW, VIL. OF",Keya Paha,Keya Paha,10150006,3rd Congressional District,NE,7,MAP
31000231001,BELGRADE WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BELGRADE, VILLAGE OF",Nance,Cedar,10210010,3rd Congressional District,NE,7,MAP
31000235001,BELLWOOD WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0046094,Individual Permit,"BELLWOOD, VILLAGE OF",Butler,Middle Platte-Prairie,10200103,1st Congressional District,NE,7,MAP
31000245001,BENEDICT WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0114944,Individual Permit,"BENEDICT, VILLAGE OF",York,Upper Big Blue,10270201,3rd Congressional District,NE,7,MAP
31000250001,BENKELMAN WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,,,,Y,NE0112887,Individual Permit,"BENKELMAN, VILLAGE OF",Dundy,North Fork Republican,10250002,3rd Congressional District,NE,7,MAP
31000255001,BENNET WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0040916,Individual Permit,"BENNET, VILLAGE OF",Lancaster,Salt,10200203,1st Congressional District,NE,7,MAP
31000265001,BERTRAND WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BERTRAND, VILLAGE OF",Phelps,Middle Platte-Buffalo,10200101,3rd Congressional District,NE,7,MAP
31000275001,BIG SPRINGS WWTP,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BIG SPRINGS, VILLAGE OF",Deuel,Lower South Platte,10190018,3rd Congressional District,NE,7,MAP
31000280001,BLADEN WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BLADEN, VILLAGE OF",Webster,Upper Little Blue,10270206,3rd Congressional District,NE,7,MAP
31000285001,BLAIR WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0021482,Individual Permit,"BLAIR, CITY OF",Washington,Blackbird-Soldier,10230001,1st Congressional District,NE,7,MAP
31000300001,BLUE HILL WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BLUE HILL, VILLAGE OF",Webster,Upper Little Blue,10270206,3rd Congressional District,NE,7,MAP
31000315001,BRADSHAW WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,NE0121321,Individual Permit,"BRADSHAW, VILLAGE OF",York,West Fork Big Blue,10270203,3rd Congressional District,NE,7,MAP
31000320001,BRADY WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BRADY, VILLAGE OF",Lincoln,Middle Platte-Buffalo,10200101,3rd Congressional District,NE,7,MAP
31000325001,BRAINARD WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BRAINARD, VILLAGE OF",Butler,Salt,10200203,1st Congressional District,NE,7,MAP
31000340001,BRISTOW WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BRISTOW      ,VILLAGEOF",Boyd,Ponca,10150001,3rd Congressional District,NE,7,MAP
31000345001,"BROADWATER, WWTP",Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BROADWATER, VILLAGE OF",Morrill,Middle North Platte-Scotts Bluff,10180009,3rd Congressional District,NE,7,MAP
